service_name,service_url,layer_namespace,layer_name,layer_size_bytes,error,timeout_secs
biology,http://geo.vliz.be/geoserver/Emodnetbio/wfs,Emodnetbio,OOPS_metadata,2832928,NA,5
biology,http://geo.vliz.be/geoserver/Emodnetbio/wfs,Emodnetbio,OOPS_products,NA,Timeout was reached: [geo.vliz.be] Operation timed out after 5001 milliseconds with 211434 bytes received,5
biology,http://geo.vliz.be/geoserver/Emodnetbio/wfs,Emodnetbio,OOPS_products_vliz,10862232,NA,5
biology,http://geo.vliz.be/geoserver/Emodnetbio/wfs,Emodnetbio,OOPS_regions,NA,Timeout was reached: [geo.vliz.be] Operation timed out after 5000 milliseconds with 2725578 bytes received,5
biology,http://geo.vliz.be/geoserver/Emodnetbio/wfs,Emodnetbio,OOPS_summaries,29464312,NA,5
biology,http://geo.vliz.be/geoserver/Emodnetbio/wfs,Emodnetbio,mediseh_cor_pnt,389496,NA,5
biology,http://geo.vliz.be/geoserver/Emodnetbio/wfs,Emodnetbio,mediseh_cor_poly,3990080,NA,5
biology,http://geo.vliz.be/geoserver/Emodnetbio/wfs,Emodnetbio,mediseh_posidonia_abs,745528,NA,5
biology,http://geo.vliz.be/geoserver/Emodnetbio/wfs,Emodnetbio,mediseh_posidonia_nodata,1797944,NA,5
biology,http://geo.vliz.be/geoserver/Emodnetbio/wfs,Emodnetbio,mediseh_posidonia_current_pnt,375368,NA,5
biology,http://geo.vliz.be/geoserver/Emodnetbio/wfs,Emodnetbio,mediseh_posidonia_current_shape,NA,Timeout was reached: [geo.vliz.be] Operation timed out after 5000 milliseconds with 239802 bytes received,5
biology,http://geo.vliz.be/geoserver/Emodnetbio/wfs,Emodnetbio,mediseh_posidonia_historical_shape,NA,Timeout was reached: [geo.vliz.be] Operation timed out after 5000 milliseconds with 0 bytes received,5
biology,http://geo.vliz.be/geoserver/Emodnetbio/wfs,Emodnetbio,mediseh_posidonia_historical_pnt,36600,NA,5
biology,http://geo.vliz.be/geoserver/Emodnetbio/wfs,Emodnetbio,mediseh_ruppia_c_pnt,24000,NA,5
biology,http://geo.vliz.be/geoserver/Emodnetbio/wfs,Emodnetbio,mediseh_ruppia_m_pnt,18208,NA,5
biology,http://geo.vliz.be/geoserver/Emodnetbio/wfs,Emodnetbio,mediseh_zostera_m_pnt,44672,NA,5
biology,http://geo.vliz.be/geoserver/Emodnetbio/wfs,Emodnetbio,mediseh_zostera_n_pnt,73224,NA,5
biology_occurrence_data,http://geo.vliz.be/geoserver/Dataportal/wfs,Dataportal,abiotic_observations,NA,Timeout was reached: [geo.vliz.be] Operation timed out after 5005 milliseconds with 0 bytes received,5
biology_occurrence_data,http://geo.vliz.be/geoserver/Dataportal/wfs,Dataportal,biotic_observations,NA,Timeout was reached: [geo.vliz.be] Operation timed out after 5000 milliseconds with 112330 bytes received,5
biology_occurrence_data,http://geo.vliz.be/geoserver/Dataportal/wfs,Dataportal,eurobis-obisenv_basic,NA,Timeout was reached: [geo.vliz.be] Operation timed out after 5004 milliseconds with 0 bytes received,5
biology_occurrence_data,http://geo.vliz.be/geoserver/Dataportal/wfs,Dataportal,eurobis-obisenv_count,NA,Timeout was reached: [geo.vliz.be] Operation timed out after 5000 milliseconds with 0 bytes received,5
biology_occurrence_data,http://geo.vliz.be/geoserver/Dataportal/wfs,Dataportal,eurobis-obisenv_full,NA,Timeout was reached: [geo.vliz.be] Operation timed out after 5002 milliseconds with 0 bytes received,5
biology_occurrence_data,http://geo.vliz.be/geoserver/Dataportal/wfs,Dataportal,eurobis-obisenv,NA,Timeout was reached: [geo.vliz.be] Operation timed out after 5005 milliseconds with 0 bytes received,5
biology_occurrence_data,http://geo.vliz.be/geoserver/Dataportal/wfs,Dataportal,eurobis_grid_15m-obisenv,NA,Timeout was reached: [geo.vliz.be] Operation timed out after 5005 milliseconds with 0 bytes received,5
biology_occurrence_data,http://geo.vliz.be/geoserver/Dataportal/wfs,Dataportal,eurobis_grid_1d-obisenv,NA,Timeout was reached: [geo.vliz.be] Operation timed out after 5005 milliseconds with 0 bytes received,5
biology_occurrence_data,http://geo.vliz.be/geoserver/Dataportal/wfs,Dataportal,eurobis_grid_30m-obisenv,NA,Timeout was reached: [geo.vliz.be] Operation timed out after 5000 milliseconds with 0 bytes received,5
biology_occurrence_data,http://geo.vliz.be/geoserver/Dataportal/wfs,Dataportal,eurobis_grid_6m-obisenv,NA,Timeout was reached: [geo.vliz.be] Operation timed out after 5005 milliseconds with 0 bytes received,5
biology_occurrence_data,http://geo.vliz.be/geoserver/Dataportal/wfs,Dataportal,eurobis_points-obisenv,NA,Timeout was reached: [geo.vliz.be] Operation timed out after 5003 milliseconds with 0 bytes received,5
biology_occurrence_data,http://geo.vliz.be/geoserver/Dataportal/wfs,Dataportal,iucn_grid,NA,Timeout was reached: [geo.vliz.be] Operation timed out after 5000 milliseconds with 491914 bytes received,5
biology_occurrence_data,http://geo.vliz.be/geoserver/Dataportal/wfs,Dataportal,abiotic_observations_count,NA,Timeout was reached: [geo.vliz.be] Operation timed out after 5002 milliseconds with 0 bytes received,5
biology_occurrence_data,http://geo.vliz.be/geoserver/Dataportal/wfs,Dataportal,biotic_observations_count,13008,NA,5
biology_occurrence_data,http://geo.vliz.be/geoserver/Dataportal/wfs,Dataportal,categories,NA,Timeout was reached: [geo.vliz.be] Operation timed out after 5000 milliseconds with 0 bytes received,5
biology_occurrence_data,http://geo.vliz.be/geoserver/Dataportal/wfs,Dataportal,categories_get_by_datatype,22384,NA,5
biology_occurrence_data,http://geo.vliz.be/geoserver/Dataportal/wfs,Dataportal,datafiches_get_by_datasource_and_dataorigin_and_datatype,12872,NA,5
biology_occurrence_data,http://geo.vliz.be/geoserver/Dataportal/wfs,Dataportal,dataorigin_get_by_datasource_and_datatype,12824,NA,5
biology_occurrence_data,http://geo.vliz.be/geoserver/Dataportal/wfs,Dataportal,dataportal_get_observations_where,12776,NA,5
biology_occurrence_data,http://geo.vliz.be/geoserver/Dataportal/wfs,Dataportal,dataproviders_get_by_datatype,12784,NA,5
biology_occurrence_data,http://geo.vliz.be/geoserver/Dataportal/wfs,Dataportal,datasets,22568,NA,5
biology_occurrence_data,http://geo.vliz.be/geoserver/Dataportal/wfs,Dataportal,eurobis,NA,Timeout was reached: [geo.vliz.be] Operation timed out after 5005 milliseconds with 0 bytes received,5
biology_occurrence_data,http://geo.vliz.be/geoserver/Dataportal/wfs,Dataportal,geoobjects,NA,Timeout was reached: [geo.vliz.be] Operation timed out after 5000 milliseconds with 3948544 bytes received,5
biology_occurrence_data,http://geo.vliz.be/geoserver/Dataportal/wfs,Dataportal,geoobjects_get_by_name,16056,NA,5
biology_occurrence_data,http://geo.vliz.be/geoserver/Dataportal/wfs,Dataportal,parameters,NA,Timeout was reached: [geo.vliz.be] Operation timed out after 5003 milliseconds with 0 bytes received,5
biology_occurrence_data,http://geo.vliz.be/geoserver/Dataportal/wfs,Dataportal,parameters_get_by_name_and_category,702984,NA,5
biology_occurrence_data,http://geo.vliz.be/geoserver/Dataportal/wfs,Dataportal,taxa,593936,NA,5
chemistry_cdi_data_discovery_and_access_service,https://geo-service.maris.nl/emodnet_chemistry/wfs,emodnet_chemistry,points,NA,Timeout was reached: [geo-service.maris.nl] Operation timed out after 5002 milliseconds with 0 bytes received,5
chemistry_cdi_data_discovery_and_access_service,https://geo-service.maris.nl/emodnet_chemistry/wfs,emodnet_chemistry,polygons,102704,NA,5
chemistry_cdi_data_discovery_and_access_service,https://geo-service.maris.nl/emodnet_chemistry/wfs,emodnet_chemistry,tracks,NA,Timeout was reached: [geo-service.maris.nl] Operation timed out after 5002 milliseconds with 0 bytes received,5
chemistry_cdi_distribution_observations_per_category_and_region,https://geo-service.maris.nl/emodnet_chemistry_p36/wfs,emodnet_chemistry_p36,acidity,NA,Timeout was reached: [geo-service.maris.nl] Operation timed out after 5004 milliseconds with 0 bytes received,5
chemistry_cdi_distribution_observations_per_category_and_region,https://geo-service.maris.nl/emodnet_chemistry_p36/wfs,emodnet_chemistry_p36,antifoulants,1391648,NA,5
chemistry_cdi_distribution_observations_per_category_and_region,https://geo-service.maris.nl/emodnet_chemistry_p36/wfs,emodnet_chemistry_p36,chlorophyll,NA,Timeout was reached: [geo-service.maris.nl] Operation timed out after 5002 milliseconds with 0 bytes received,5
chemistry_cdi_distribution_observations_per_category_and_region,https://geo-service.maris.nl/emodnet_chemistry_p36/wfs,emodnet_chemistry_p36,dissolved_gasses,NA,Timeout was reached: [geo-service.maris.nl] Operation timed out after 5000 milliseconds with 0 bytes received,5
chemistry_cdi_distribution_observations_per_category_and_region,https://geo-service.maris.nl/emodnet_chemistry_p36/wfs,emodnet_chemistry_p36,fertilisers,NA,Timeout was reached: [geo-service.maris.nl] Operation timed out after 5005 milliseconds with 0 bytes received,5
chemistry_cdi_distribution_observations_per_category_and_region,https://geo-service.maris.nl/emodnet_chemistry_p36/wfs,emodnet_chemistry_p36,heavy_metals,NA,Timeout was reached: [geo-service.maris.nl] Operation timed out after 5002 milliseconds with 0 bytes received,5
chemistry_cdi_distribution_observations_per_category_and_region,https://geo-service.maris.nl/emodnet_chemistry_p36/wfs,emodnet_chemistry_p36,hydrocarbons,NA,Timeout was reached: [geo-service.maris.nl] Operation timed out after 5002 milliseconds with 0 bytes received,5
chemistry_cdi_distribution_observations_per_category_and_region,https://geo-service.maris.nl/emodnet_chemistry_p36/wfs,emodnet_chemistry_p36,marine_litter,NA,Timeout was reached: [geo-service.maris.nl] Operation timed out after 5005 milliseconds with 0 bytes received,5
chemistry_cdi_distribution_observations_per_category_and_region,https://geo-service.maris.nl/emodnet_chemistry_p36/wfs,emodnet_chemistry_p36,organic_matter,NA,Timeout was reached: [geo-service.maris.nl] Operation timed out after 5000 milliseconds with 3651110 bytes received,5
chemistry_cdi_distribution_observations_per_category_and_region,https://geo-service.maris.nl/emodnet_chemistry_p36/wfs,emodnet_chemistry_p36,pesticides_biocides,NA,Timeout was reached: [geo-service.maris.nl] Operation timed out after 5000 milliseconds with 9028660 bytes received,5
chemistry_cdi_distribution_observations_per_category_and_region,https://geo-service.maris.nl/emodnet_chemistry_p36/wfs,emodnet_chemistry_p36,polychlorinated_biphenyls,5833792,NA,5
chemistry_cdi_distribution_observations_per_category_and_region,https://geo-service.maris.nl/emodnet_chemistry_p36/wfs,emodnet_chemistry_p36,radionuclides,2032104,NA,5
chemistry_cdi_distribution_observations_per_category_and_region,https://geo-service.maris.nl/emodnet_chemistry_p36/wfs,emodnet_chemistry_p36,silicates,NA,Timeout was reached: [geo-service.maris.nl] Operation timed out after 5002 milliseconds with 0 bytes received,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,Anthracene_biota_stations,1635104,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,Anthracene_sediment_stations,4972008,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,Anthracene_a_LOD_LOQ_stations,5701144,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,Anthracene_a_b_LOD_LOQ_stations,707992,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,Anthracene_b_LOD_LOQ_stations,376248,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,Anthracene_water_stations,444744,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,Benzo_a_pyrene_not_compliant_biota_metadata,127104,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,Benzo_a_pyrene_biota_stations,1623904,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,Benzo_a_pyrene_sediment_stations,4760712,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,Benzo_a_pyrene_a_LOD_LOQ_stations,5673080,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,Benzo_a_pyrene_a_b_LOD_LOQ_stations,759584,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,Benzo_a_pyrene_b_LOD_LOQ_stations,374136,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,Benzo_a_pyrene_water_stations,700920,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,Cd_biota_stations,2545016,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,Cd_sediment_stations,7025616,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,Cadmium_a_LOD_LOQ_stations,9423344,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,Cadmium_a_b_LOD_LOQ_stations,646608,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,Cadmium_b_LOD_LOQ_stations,2050120,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,Cd_water_stations,2411592,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,DDT_biota_stations,2599696,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,DDT_sediment_stations,3320480,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,DDT_a_LOD_LOQ_stations,4257272,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,DDT_a_b_LOD_LOQ_stations,1382280,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,DDT_b_LOD_LOQ_stations,1407152,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,DDT_water_stations,1513360,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,fluoranthene_LOQ_not_compliant_biota_metadata,60856,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,fluoranthene_LOQ_not_compliant_water_metadata,72832,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,Fluoranthene_biota_stations,2090744,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,Fluoranthene_sediment_stations,5092296,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,Fluoranthene_a_LOD_LOQ_stations,6428320,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,Fluoranthene_a_b_LOD_LOQ_stations,419424,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,Fluoranthene_b_LOD_LOQ_stations,186536,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,Fluoranthene_water_stations,447456,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,HCB_LOQ_not_compliant_biota_metadata0,90504,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,HCB_biota_stations0,1056128,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,HCB_sediment_stations0,3348224,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,HCB_a_LOD_LOQ_stations0,7588616,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,HCB_a_b_LOD_LOQ_stations0,700912,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,HCB_b_LOD_LOQ_stations0,1552248,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,HCB_water_stations0,670216,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,Lead_biota_stations0,2595808,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,Lead_sediment_stations0,9015680,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,Lead_a_LOD_LOQ_stations0,13249416,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,Lead_a_b_LOD_LOQ_stations0,260680,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,Lead_b_LOD_LOQ_stations0,636432,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,Lead_water_stations0,2398896,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,Mercury_biota_stations0,3737224,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,Mercury_sediment_stations0,7512288,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,Mercury_a_LOD_LOQ_stations0,11193520,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,Mercury_a_b_LOD_LOQ_stations0,820240,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,Mercury_b_LOD_LOQ_stations,848000,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,Mercury_water_stations0,2632456,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,Naphthalene_biota_stations0,699896,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,Naphthalene_sediment_stations0,4063832,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,Naphthalene_a_LOD_LOQ_stations0,4383696,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,Naphthalene_a_b_LOD_LOQ_stations0,532184,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,Naphthalene_b_LOD_LOQ_stations0,297928,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,Naphthalene_water_stations0,331224,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,Tributyltin_biota_stations0,565608,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,Tributyltin_sediment_stations0,1443880,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,Tributyltin_a_LOD_LOQ_stations0,1853808,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,Tributyltin_a_b_LOD_LOQ_stations0,137640,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,Tributyltin_b_LOD_LOQ_stations0,246456,NA,5
chemistry_contaminants,https://nodc.ogs.trieste.it/geoserver/Contaminants/wfs,Contaminants,Tributyltin_water_stations0,41800,NA,5
chemistry_marine_litter,https://www.ifremer.fr/services/wfs/emodnet_chemistry2,ms,bl_beacheslocations_monitoring,13936,NA,5
chemistry_marine_litter,https://www.ifremer.fr/services/wfs/emodnet_chemistry2,ms,bl_temporalcoverage_numbersurveys_monitoring,13968,NA,5
chemistry_marine_litter,https://www.ifremer.fr/services/wfs/emodnet_chemistry2,ms,bl_totalabundance_monitoring,13936,NA,5
chemistry_marine_litter,https://www.ifremer.fr/services/wfs/emodnet_chemistry2,ms,bl_materialcategories_monitoring,13936,NA,5
chemistry_marine_litter,https://www.ifremer.fr/services/wfs/emodnet_chemistry2,ms,bl_cigarette_monitoring,13920,NA,5
chemistry_marine_litter,https://www.ifremer.fr/services/wfs/emodnet_chemistry2,ms,bl_cigarette_unep_marlin_monitoring,13936,NA,5
chemistry_marine_litter,https://www.ifremer.fr/services/wfs/emodnet_chemistry2,ms,bl_fishing_monitoring,13920,NA,5
chemistry_marine_litter,https://www.ifremer.fr/services/wfs/emodnet_chemistry2,ms,bl_plasticbags_monitoring,13920,NA,5
chemistry_marine_litter,https://www.ifremer.fr/services/wfs/emodnet_chemistry2,ms,bl_beacheslocations_other,13920,NA,5
chemistry_marine_litter,https://www.ifremer.fr/services/wfs/emodnet_chemistry2,ms,bl_temporalcoverage_numbersurveys_other,13952,NA,5
chemistry_marine_litter,https://www.ifremer.fr/services/wfs/emodnet_chemistry2,ms,bl_totalabundance_other,13920,NA,5
chemistry_marine_litter,https://www.ifremer.fr/services/wfs/emodnet_chemistry2,ms,bl_materialcategories_other,13920,NA,5
chemistry_marine_litter,https://www.ifremer.fr/services/wfs/emodnet_chemistry2,ms,bl_cigarette_other,13920,NA,5
chemistry_marine_litter,https://www.ifremer.fr/services/wfs/emodnet_chemistry2,ms,bl_cigarette_unep_marlin_other,13936,NA,5
chemistry_marine_litter,https://www.ifremer.fr/services/wfs/emodnet_chemistry2,ms,bl_fishing_other,13920,NA,5
chemistry_marine_litter,https://www.ifremer.fr/services/wfs/emodnet_chemistry2,ms,bl_plasticbags_other,13920,NA,5
chemistry_marine_litter,https://www.ifremer.fr/services/wfs/emodnet_chemistry2,ms,sl_surveyslocations,13920,NA,5
chemistry_marine_litter,https://www.ifremer.fr/services/wfs/emodnet_chemistry2,ms,sl_totalabundance,13920,NA,5
chemistry_marine_litter,https://www.ifremer.fr/services/wfs/emodnet_chemistry2,ms,sl_materialcategories,13920,NA,5
chemistry_marine_litter,https://www.ifremer.fr/services/wfs/emodnet_chemistry2,ms,sl_fishing,13920,NA,5
chemistry_marine_litter,https://www.ifremer.fr/services/wfs/emodnet_chemistry2,ms,sl_plasticbags,13920,NA,5
geology_coastal_behavior,https://drive.emodnet-geology.eu/geoserver/tno/wfs,tno,coastal_migration_fd_000_0_80k,NA,Timeout was reached: [drive.emodnet-geology.eu] Operation timed out after 5000 milliseconds with 0 bytes received,5
geology_coastal_behavior,https://drive.emodnet-geology.eu/geoserver/tno/wfs,tno,coastal_migration_fd_1_1250k_3m,2704232,NA,5
geology_coastal_behavior,https://drive.emodnet-geology.eu/geoserver/tno/wfs,tno,coastal_migration_fd_01_250k_350k,NA,Timeout was reached: [drive.emodnet-geology.eu] Operation timed out after 5000 milliseconds with 891846 bytes received,5
geology_coastal_behavior,https://drive.emodnet-geology.eu/geoserver/tno/wfs,tno,coastal_migration_fd_015_350k_450k,NA,Timeout was reached: [drive.emodnet-geology.eu] Operation timed out after 5002 milliseconds with 1096254 bytes received,5
geology_coastal_behavior,https://drive.emodnet-geology.eu/geoserver/tno/wfs,tno,coastal_migration_fd_2_3m_90m,1128592,NA,5
geology_coastal_behavior,https://drive.emodnet-geology.eu/geoserver/tno/wfs,tno,coastal_migration_fd_02_450k_650k,17600568,NA,5
geology_coastal_behavior,https://drive.emodnet-geology.eu/geoserver/tno/wfs,tno,coastal_migration_fd_005_50k_250k,NA,Timeout was reached: [drive.emodnet-geology.eu] Operation timed out after 5002 milliseconds with 0 bytes received,5
geology_coastal_behavior,https://drive.emodnet-geology.eu/geoserver/tno/wfs,tno,coastal_migration_fd_05_650k_1250k,6308896,NA,5
geology_coastal_behavior,https://drive.emodnet-geology.eu/geoserver/tno/wfs,tno,coastal_migration_fd_0025_80k_150k,NA,Timeout was reached: [drive.emodnet-geology.eu] Operation timed out after 5005 milliseconds with 0 bytes received,5
geology_coastal_behavior,https://drive.emodnet-geology.eu/geoserver/tno/wfs,tno,coastal_migration_satellite_0_40k,NA,Timeout was reached: [drive.emodnet-geology.eu] Operation timed out after 5000 milliseconds with 0 bytes received,5
geology_coastal_behavior,https://drive.emodnet-geology.eu/geoserver/tno/wfs,tno,coastal_migration_satellite_1250k_3m,3144176,NA,5
geology_coastal_behavior,https://drive.emodnet-geology.eu/geoserver/tno/wfs,tno,coastal_migration_satellite_150k_250k,NA,Timeout was reached: [drive.emodnet-geology.eu] Operation timed out after 5000 milliseconds with 917504 bytes received,5
geology_coastal_behavior,https://drive.emodnet-geology.eu/geoserver/tno/wfs,tno,coastal_migration_satellite_250k_350k,NA,Timeout was reached: [drive.emodnet-geology.eu] Operation timed out after 5000 milliseconds with 964542 bytes received,5
